Geography,year,white_alone,black_or_african_american_alone,american_indian_and_alaska_native_alone,asian_alone,native_hawaiian_and_other_pacific_islander_alone,some_other_race_alone,two_or_more_races,two_or_more_races!!two_races_including_some_other_race,"two_or_more_races!!two_races_excluding_some_other_race,_and_three_or_more_races"
UNION,2007,57.87026977573962,21.65067529705065,0.14104426121397176,4.484063904486351,0.07033153025399402,14.603799046235832,1.1798161850195747,0.3118221774946727,0.867994007524902
WARREN,2007,92.52212107128862,3.2204270209683155,0.08474807949916618,2.408485743185981,0,0.932228874490828,0.8319892105670831,0.019136663112714947,0.8128525474543682
ATLANTIC,2008,65.3976451985917,16.963510553012586,0.15183924989193923,6.286366608664812,0,8.292048573782424,2.908589816056539,0.2608236263350586,2.64776618972148
BERGEN,2008,75.51841670019222,5.629162755352912,0.10605247865540209,14.360332573420948,0,2.3789727772562697,2.0070627151222564,0.45360064369049213,1.5534620714317644
BURLINGTON,2008,75.51961389528033,15.883495145631068,0.22021437791121837,4.155339805825243,0.01167293338571188,1.7929176721477074,2.4167461698187327,0.3371681912565239,2.079577978562209
CAMDEN,2008,66.83164679816099,19.263234822150128,0.6325956916985349,4.412316282378962,0,6.618667759660038,2.2415386459513487,0.5713081506629495,1.6702304952883995
CAPE MAY,2008,91.12982324338988,3.8565078570087024,0.6437947369519397,0.4820634821260878,0,1.618355975709009,2.269454704814374,0.09286504309355371,2.1765896617208202
CUMBERLAND,2008,68.21590256966141,19.190843588599122,0.7830134540585346,1.1713320155582478,0,7.891984951858701,2.74692342026398,0.5987374864502965,2.1481859338136835
ESSEX,2008,44.37110325364129,41.23644856781393,0.2435527297498946,4.52564310507023,0.06967917734453563,7.664579751516527,1.8889934148635938,0.2704123009050508,1.6185811139585429
GLOUCESTER,2008,84.15896616410755,9.8131035920239,0.11568123393316196,2.4004724518863334,0.01806433683040367,1.7348711179045369,1.758841103314111,0.014243034808587508,1.7445980685055233
HUDSON,2008,60.81364551685452,13.41257165122376,0.2834978393366688,11.461004771429867,0,11.844432240153573,2.184847981001614,0.7631600603944448,1.421687920607169
HUNTERDON,2008,90.64643380272958,3.1101053235269043,0.06975068006913067,3.485983988343886,0,1.729041858158117,0.9586843471723848,0.2968278940719672,0.6618564531004177
MERCER,2008,66.95351660669311,19.82745153926053,0.45959937843089427,8.18043043934631,0,2.572331404861284,2.006670631407876,0.37217409416169017,1.6344965372461857
MIDDLESEX,2008,63.7940342313161,9.820656898601195,0.12507888714006554,19.15835975577302,0.006843221788818175,5.2998218227808325,1.7952051825999682,0.53884035270472,1.2563648298952481
MONMOUTH,2008,83.96523921002166,7.630033870445546,0.30259258336861505,5.051770726969342,0,1.2892872263591761,1.7610763828356537,0.16390431599133315,1.5971720668443206
MORRIS,2008,83.22380565605847,3.0376496262932062,0.2883818618884705,8.524699106549509,0.008614536414876073,3.1861478254448796,1.7307013873505788,0.6836249969233799,1.047076390427199
OCEAN,2008,90.93639026481652,3.3330931927163596,0.08030067948080427,1.7200510972376217,0.020558379648258424,2.526923570270123,1.3826828158303037,0.4313745473202943,0.9513082685100096
PASSAIC,2008,58.7316783040159,12.75084122962106,0.2731450173949176,4.811914907485111,0.035441635366678347,21.690280844407148,1.7066980617091831,0.26336801453514425,1.4433300471740387
SALEM,2008,80.92106257843092,16.6129934533799,0.05291725253624832,0.4157784127848082,0,1.363753193934171,0.6334951089339441,0.15875175760874496,0.4747433513251992
SOMERSET,2008,73.87348527096435,8.116143861130197,0,12.765164236219162,0,3.444015491599474,1.8011911400868243,0.2920850497438094,1.509106090343015
SUSSEX,2008,92.96198371203837,1.8395191804332411,0.10933741526350316,2.1635555202141687,0,1.8302420664108834,1.0953621056398226,0.38698818493264153,0.7083739207071812
UNION,2008,60.9447891921437,21.636543978106026,0.2396564541929368,4.448933490556121,0.05943632954864701,11.2023147679212,1.4683257875313664,0.6356438330508037,0.8326819544805628
WARREN,2008,91.38483381266155,3.6796024609559863,0,2.612945502202483,0,1.1067021005497106,1.215916123630274,0.31399031635662017,0.9019258072736539
ATLANTIC,2009,68.07318042633376,16.338991284889882,0.2513690966906136,6.5194028971852545,0,5.789586032269462,3.027470262631021,0.5759775055941585,2.4514927570368625
BERGEN,2009,74.30494275342083,5.814688634459648,0.2392627757609606,14.844791957553754,0.007037140463557665,3.276403239318626,1.5128734990226194,0.40815414688634455,1.1047193521362748
BURLINGTON,2009,75.53260645404252,16.250325033399985,0.10557981475337812,4.265559012615779,0,1.5933361428174344,2.2525935423709056,0.15893012454383243,2.093663417827073
CAMDEN,2009,66.20040588631707,18.970840679000307,0.45338776046142054,4.756902674176787,0,6.779575924105824,2.838887075938588,0.48640705647458193,2.352480019464006
CAPE MAY,2009,90.61212171668818,5.9307746742704905,0.4121050659784373,0.19356450068684178,0,1.8763268534321274,0.9751071889439288,0.337176872164176,0.6379303167797526
CUMBERLAND,2009,64.1491013978256,20.78734666708929,1.1550286855367842,1.0466258835462297,0.026625249611715106,8.506133316428413,4.329138799961964,1.6418903927224318,2.687248407239532
ESSEX,2009,44.39338187525661,40.50587024650358,0.27376293455155887,4.3292743138386065,0.05742914906112437,6.251201854363836,4.189079626424685,0.8719615822380218,3.317118044186663
GLOUCESTER,2009,84.12148178807946,10.077952538631346,0.01793598233995585,2.1599061810154527,0,1.131346578366446,2.491376931567329,0.2000551876379691,2.29132174392936
HUDSON,2009,59.98705521103016,13.679330483472816,0.55358206059633,11.427372040593788,0.005351850736882949,11.765542109030578,2.58176624453944,0.8052862905653562,1.7764799539740836
HUNTERDON,2009,90.99312487503268,2.953073811464694,0.03614439300490641,3.247612162972761,0.05613916360336528,1.3927126751465002,1.3211929187750895,0.03691342264330867,1.284279496131781
MERCER,2009,65.86414797581794,19.479714490118017,0.12915663176980083,8.109561959685657,0.07345271447373451,4.182162731894862,2.1618034962399855,0.15919305776277778,2.0026104384772077
MIDDLESEX,2009,64.52263581616161,10.122821971373577,0.2178977107461637,19.40276045921658,0,4.0013253441721535,1.7325586983299148,0.40190303235711444,1.3306556659728
MONMOUTH,2009,82.68915782364677,7.559637015703961,0.280854829569713,5.316679733894318,0.011954572624028692,2.070625130995723,2.07109089356549,0.18273418153872426,1.8883567120267657
MORRIS,2009,83.4106419824858,3.163854760725296,0.36027331643869825,8.775111664258022,0.08945422686574497,2.2537552352216297,1.9469088140048063,0.9076431165279478,1.0392656974768586
OCEAN,2009,91.32335561063873,3.357458365145604,0.096569852774552975,1.8634146681587929,0.010807456447693655,1.6875320301632624,1.660862016671373,0.45321591554844354,1.2076461011229296
PASSAIC,2009,63.510771120302245,12.440369434988959,0.28671473713748885,4.7881361101960636,0.01789425309794257,17.824506179617632,1.1316081646596634,0.41217785260829076,0.7194303120513728
SALEM,2009,79.83931747610865,15.097524946489404,0.09044044496698923,0.2999608091405143,0,2.4750535105966054,2.1977028126978384,0.08441108196918995,2.1132917307286485
SOMERSET,2009,72.60676295396627,9.02624598845409,0.29583717024251305,13.129724752117822,0,3.5788037409482087,1.3626253942710993,0.26432607558379656,1.098299318687303
SUSSEX,2009,93.7399912651041,2.1036540981219973,0.09926018078587594,2.4199632075596553,0,0.7616564538969547,0.8754747945314257,0.3374846146719782,0.5379901798594475
UNION,2009,59.85703593667486,21.62127250553734,0.11036688917340709,4.648136680179171,0.015576738231014424,12.303913560500432,1.443697689703776,0.5127026400671699,0.9309950496366061
WARREN,2009,90.57169959320673,3.710392382203251,0.05654973640526095,2.7919152118790933,0,1.2687206990277093,1.600722377277951,0.47246392674072857,1.1282584505372224
ATLANTIC,2010,67.25376340171469,16.020168556710413,0.20168556710413746,7.784553215501393,0.2606622130804376,5.685785536159601,2.7933815097293264,1.5446784498607495,1.2487030598685767
BERGEN,2010,73.52629390176506,5.494621864868771,0.2273476875287494,14.4603498352529,0,4.393733984452992,1.8976527261315264,0.49021500406490165,1.4074377220666245
BURLINGTON,2010,74.51736506148295,16.663735197005895,0.11933679024110039,4.341321031550778,0.03139270041790141,1.4293697637087024,2.8974794555926877,0.5512647250689637,2.3462147305237235
CAMDEN,2010,63.37510976291211,18.948145177149065,0.43379471074187076,5.034783404431793,0.006619847470926214,9.014285241439467,3.1872618558547687,1.2013076145769042,1.9859542412778641
CAPE MAY,2010,91.37918624618264,4.147944022292371,1.6637018909442383,0.9963702919190154,0,0.2796828889597236,1.5331146597020144,0.17068882193865487,1.3624258377633596
CUMBERLAND,2010,61.79231175508594,20.410565768792672,0.6560652629033593,1.3121305258067186,0,11.604273651120911,4.2246530362904,1.30385812190978,2.9207949143806196
ESSEX,2010,43.574445186858924,40.72552880029787,0.33905955920982167,4.632453827203313,0.005100557490933758,5.710839194723984,5.012572874215151,0.8832890434924536,4.129283830722698
GLOUCESTER,2010,82.97601020164183,9.971203925414356,0.1427675418686608,2.6373877698115953,0.0391571170659191,1.8795416191641168,2.353931825033526,0.5682979821956401,1.785633842837886
HUDSON,2010,51.40297248203194,13.04592834183858,0.21029633524006205,13.341854322565617,0,18.690716424206748,3.3082320941170544,1.3291483942867397,1.9790836998303147
HUNTERDON,2010,91.57299432123578,2.4623557913268366,0.16202784074532808,3.094887554236483,0.07945596036549742,1.1910604254788781,1.4372181066112033,0.08257188037983065,1.3546462262313728
MERCER,2010,62.47242965301577,20.68518957765909,0.21429214071305303,8.8238742165114,0,5.70627799634122,2.0979364157594693,0.634969969110306,1.4629664466491634
MIDDLESEX,2010,63.581122238854924,9.187951456621938,0.18224728910240126,21.635885206403067,0.02811392551782645,2.756644381037404,2.6280355024624344,0.802233330784995,1.8258021716774395
MONMOUTH,2010,83.26597629666259,7.301185800819695,0.04374245204971425,4.954308156065461,0,1.6235423144828725,2.8112449799196786,0.45834482365135365,2.352900156268325
MORRIS,2010,82.44265203148404,3.241565758868588,0.14938278119887802,8.919329238837898,0,3.630651073485774,1.6164191161248158,0.6436043467141878,0.972814769410628
OCEAN,2010,90.92871747549788,2.892990514245944,0.018351705236988036,1.5344449388247636,0.0555745035950298,2.6184074528698775,1.95151340972952,0.4991317565871368,1.4523816531423832
PASSAIC,2010,67.7989877655123,12.101183597019089,0.27597337903000835,5.238313473877177,0,12.654126648866217,1.931415135695214,0.6958115809189814,1.2356035547762325
SALEM,2010,81.49353598352963,15.207847649035697,0.06206666868509492,0.5252959520421447,0,1.3518423203851162,1.359411426322323,0.21344878742922888,1.145962638893094
SOMERSET,2010,69.75884809712703,8.485968278253145,0.1668753894273182,13.759970881632603,0.06354220004071637,5.342480119928191,2.4223150335909978,0.37816862742678764,2.0441464061642103
SUSSEX,2010,93.8548234710766,1.9056680894404279,0.19900964225169024,1.6798558017676344,0,0.7900079737870127,1.5706350216766394,0.3062202239361025,1.2644147977405369
UNION,2010,59.36882161808277,21.44455335239119,0.10210894969134826,4.332283725246949,0.11140848973609765,12.832249316948785,1.808574547902861,0.4646050206356793,1.3439695272671814
WARREN,2010,91.50339422705447,3.949813271519768,0.10854167816472579,2.392516143275015,0,0.7000018396894604,1.3457328402965578,0.430487333738065,0.9152455065584928
ATLANTIC,2011,65.34639750964139,16.172750402787802,0.6641442308393296,7.810802732395803,0.02150631702498378,6.739861047321188,3.244537759989502,1.6067770414598048,1.6377607185296972
BERGEN,2011,71.85072732940799,5.848163125518659,0.11218392015841863,14.764808936074925,0.025466408489973696,5.649810538702354,1.7488397416476766,0.3939609485798087,1.354878793067868
BURLINGTON,2011,73.60646475790521,16.442381265903876,0.0831894941011086,4.545838745840525,0.04582095129633255,2.220981547057672,3.0553232378952613,0.556524369628272,2.4987988682669893
CAMDEN,2011,64.91531268936036,18.461307650791735,0.2164675074672522,5.277053080326786,0.05708819053816822,7.801208399173099,3.2715624823426035,0.9223736996849432,2.34918878265766
CUMBERLAND,2011,63.15095961042682,21.275661224100066,1.6187657150132084,1.4940004455902478,0,9.39431554155129,3.066297463318374,1.6174926000190968,1.4488048632992774
ESSEX,2011,44.215468128492226,39.65957533525996,0.19983773532517257,4.646577603653885,0.01375556113136943,8.213980490029128,3.050805146108259,0.7061188047436306,2.3446863413646284
GLOUCESTER,2011,82.67785987049643,9.92168908074603,0.341053738447064,2.9895816038519007,0.03216835464054458,1.7799822901101332,2.2576650617078977,0.1200260114007416,2.137639050307156
HUDSON,2011,54.89298591443864,12.502495227876686,0.3689818222649183,13.656538120843887,0.08608536174566142,15.525775703966167,2.967137848864047,1.1273751450351204,1.839762703828927
HUNTERDON,2011,90.20993767475281,2.765585216888736,0.04139396116777832,3.281838204283104,0,2.2844780455802183,1.416766897327356,0.6271575625986036,0.7896093347287523
MERCER,2011,61.41915692946442,20.212606555277976,0.17272239370353318,9.011259647526447,0,7.2194691374505195,1.9647853365771,0.5040006756333382,1.4607846609437618
MIDDLESEX,2011,62.84688234217659,9.504345893048168,0.18189254216013667,21.96466052661637,0.08277891520319522,3.087874608366074,2.3315651724294626,0.6275968200123555,1.7039683524171074
MONMOUTH,2011,83.99844695889195,7.163322874076891,0.33469620614243606,5.065291115970968,4.7542074736141483e-4,1.282843649963551,2.1549237742068397,0.3546638775316155,1.8002598966752243
MORRIS,2011,81.59062257564003,3.275512348073442,0.06768004913369538,9.115189423325576,0.02404156969226791,3.988274178950091,1.938679855184898,0.5386119731057668,1.400067882079131
OCEAN,2011,91.64366750723633,3.0244973410727876,0.1480921485271045,1.6935666216176566,0.008284875442075776,1.512334971322249,1.9695565347818058,0.30895681336074243,1.6605997214210633
PASSAIC,2011,68.22892907867819,12.23050674592187,0.35597113187664714,5.289966076170253,0.06474013310571367,9.338315999577695,4.491570834669636,0.9695083933092566,3.5220624413603794
SALEM,2011,79.33446632879124,15.27571242147431,0.36721192073078207,1.1577797335437467,0.025795878729021882,1.8846165518497164,1.9544171648811872,0.6266881126521198,1.3277290522290675
SOMERSET,2011,69.77928117872654,8.993114656209892,0.13727596470222503,14.650669605069977,0,4.183838986989563,2.25581960830181,0.5232491928111717,1.7325704154906383
SUSSEX,2011,93.95894072732415,2.1263559053845684,0.008079883111024326,2.032090602422618,0,0.6053179097342392,1.2692149720234047,0.35349488610731433,0.9157200859160904
UNION,2011,56.66476364890064,21.40209158952648,0.1547746592177114,4.593192880736393,0.11306891272192092,15.38200610201411,1.6901022068827456,0.4878645545640915,1.2022376523186542
WARREN,2011,89.12210745899445,3.9810225311291405,0.12276280932997351,2.5272524206426126,0,2.7247805499404647,1.5220742299633558,0.5833541014777689,0.938720128485587
ATLANTIC,2012,66.48778964643347,16.18135079986348,0.18008728424018414,8.009164119060932,0.022510910530023017,5.968659003274975,3.1504382365969317,1.2725926033504948,1.8778456332464364
BERGEN,2012,71.33285014060473,5.493378953691853,0.22864592855712557,15.015975831657395,0.01436518922871993,4.89678829193547,3.0179956643247055,0.7685376237365162,2.249458040588189
BURLINGTON,2012,72.93767835935977,15.625830866582769,0.27917117180991546,4.695393232536292,0.03389935657691831,2.820736657390503,3.607290355743836,0.5497013311590477,3.057589024584788
CAMDEN,2012,63.577644541115674,19.946294244448815,0.24710878823224725,5.367265193101205,0,7.892487230765337,2.969200002336726,0.9989504205133398,1.9702495818233863
CAPE MAY,2012,90.76985379631168,3.384075427811929,0.6344492440604752,1.0466854959295564,0,1.5762585147034391,2.588677521182921,0.26374813091875726,2.3249293902641637
CUMBERLAND,2012,60.35998352188104,20.28393066514561,0.5862407706689482,1.3518395284722884,0,13.220521595842444,4.197483917989669,1.3283898976455302,2.869094020344139
ESSEX,2012,41.33639862696511,39.82829447130032,0.3219319982126173,4.876584271032214,0.05484015111508308,10.614615915830523,2.967334565544136,0.7668735020514279,2.200461063492708
GLOUCESTER,2012,82.2449980316728,10.261891113520681,0.16644451043904057,2.8406069354181485,0.04489167293999019,2.213504796502593,2.227662939506744,0.6740657352220066,1.5535972042847375
HUDSON,2012,55.722196160674045,13.286637171126259,0.48459149289746156,14.278049124485284,0.02958752234394498,13.460176421350848,2.7387621071221613,1.3145751507737213,1.42418695634844
HUNTERDON,2012,91.49704840613931,2.498229043683589,0.08028335301062574,2.6414797323888233,1.0177095631641087,0.5470287288469107,1.7182211727666274,0.30460448642266824,1.4136166863439592
MERCER,2012,63.71221521410361,19.882813878790017,0.1851736206330114,9.538070556036741,0,4.6844581770987475,1.9972685533378765,0.35215569789005247,1.6451128554478243
MIDDLESEX,2012,62.30843906925657,9.617139364867606,0.15843682149491944,22.831669382205746,0,3.080769973792314,2.0035453883828387,0.7177042212963874,1.2858411670864514
MONMOUTH,2012,82.98129599735614,7.68418008719637,0.23864604120854677,5.0638401993059885,0.009215359780356666,2.2048542702070595,1.8179680449455342,0.08150826840212018,1.7364597765434138
MORRIS,2012,81.66542503097396,3.1538215940192655,0.12208859857148309,9.697007423709685,0,3.5134608704033545,1.8481964823222534,0.3666674029465923,1.4815290793756615
OCEAN,2012,92.10432925043499,3.219804641066722,0.31440039967612454,1.8018157699794992,0,1.2467483246334867,1.3129016142091754,0.14626078867124914,1.1666408255379261
PASSAIC,2012,68.90024558298617,13.828012368632988,0.32890223410919,4.88978593515416,0,7.588613698957018,4.464440180160474,0.5363055171659524,3.9281346629945215
SALEM,2012,77.68115060662268,14.308085261653542,0,1.0916167482591905,0,5.543223766229817,1.3759236172347735,0,1.3759236172347735
SOMERSET,2012,69.07878074011235,8.951593954355568,0.08086491896724819,15.345720414882807,0.01922449016957221,4.876307189043871,1.647508292468577,0.34237901540095267,1.3051292770676244
SUSSEX,2012,93.04472267060946,2.2795404294570067,0.09766552271401635,1.7986733766498013,0.06104095169626022,1.181481531720948,1.5368755171525075,0.4808670528072056,1.0560084643453018
UNION,2012,59.40280453549421,22.081856552494962,0.08290806947365324,4.680353545009338,0,11.679007897407239,2.0730694001205934,0.6958027560039414,1.3772666441166523
WARREN,2012,89.0435008778204,3.9107131245761844,0.18206645425580337,2.5405701652531745,0,2.9622955235803925,1.3608538545140405,0.12726073588288297,1.2335931186311575
ATLANTIC,2013,68.69340467335117,15.161203790300949,0.14282503570625893,8.097527024381757,0,4.515663628915907,3.3893758473439615,0.6641001660250415,2.7252756813189203
BERGEN,2013,69.63433506821364,5.973233275119742,0.2123571317413933,15.77224508498608,0.01696695658188232,6.575614268670137,1.8152482146871163,0.35544152992236266,1.4598066847647537
BURLINGTON,2013,73.59428442145516,16.202272213078757,0.05434324524552056,4.691042015091895,0.0179665423056619,2.288183338582817,3.151908224240193,0.3930458390818875,2.7588623851583054
CAMDEN,2013,63.051082764295494,20.228759062033248,0.09710365913105874,5.5432930229656,0,7.839658070328008,3.2401034212465927,0.8261610516833251,2.4139423695632676
CAPE MAY,2013,90.43452871309843,4.469378604127345,0.06882384224741128,1.1282938986621063,0.2732097980124509,1.9155969425529475,1.7101682012993107,0.06986662773600842,1.6403015735633024
CUMBERLAND,2013,60.92657564894618,21.352299595759288,0.6127170569242112,1.0709836524038339,0,12.597564386138865,3.4398596598276256,0.9298807617013704,2.509978898126255
ESSEX,2013,41.19749482309879,40.58715875197102,0.2625496317592599,4.955260174906436,0.005446036741750204,10.172056765434132,2.8200338160886056,0.8069000018997803,2.0131338141888255
GLOUCESTER,2013,82.11289683565019,10.313678879644463,0.05271045424009095,2.9703891271768903,0,2.326494754793034,2.2238299484953403,0.4888636246188827,1.7349663238764579
HUDSON,2013,56.183872951254166,12.614004319366574,0.36847892264214377,14.627083579440301,0.00893557601146177,12.777722245949457,3.419902405335902,1.2462856779376084,2.1736167273982936
HUNTERDON,2013,91.15960396039604,3.781386138613861,0.012673267326732674,2.9687128712871287,0,0.8792079207920791,1.1984158415841584,0.1908910891089109,1.0075247524752475
MERCER,2013,60.53604885344507,19.85589097604302,0.0737013179847414,10.145944807701653,0.016468060062524634,7.376611035220051,1.995334949542944,0.4419379397107021,1.5533970098322418
MIDDLESEX,2013,60.6412689297748,9.877201511848565,0.13921746274364566,22.90814904713247,0.011943265867955735,4.165183811687269,2.2570359709452914,0.6189989612977866,1.6380370096475048
MONMOUTH,2013,82.19041024533408,7.602211945266742,0.09655820808293841,5.409641845278176,0.024774803389701307,2.8721302519406926,1.8042727007076702,0.21662071681764475,1.5876519838900254
MORRIS,2013,81.69432335396488,2.9916078791021974,0.04024853973892514,9.45460225031388,0,3.4781947028115905,2.341023274068527,0.2553079013290028,2.0857153727395237
OCEAN,2013,91.81147521314196,3.036265842094979,0.10558539904767456,1.9637855793655963,0,1.8345463084533453,1.2483416578964508,0.18237478017325603,1.0659668777231948
PASSAIC,2013,65.71572086253539,13.420359442484456,0.49953329430935467,5.421696277428848,0.024917337720894175,10.778923887421096,4.138848898099954,0.5837776266038064,3.5550712714961477
SALEM,2013,81.58395482306724,14.374060092686369,0.05677807445600467,0.5892643403001565,0,1.2813430316422676,2.1145996378479572,0.12429794678206427,1.9903016910658933
SOMERSET,2013,68.7668829499221,8.722113828516115,0.16969916965379556,15.929942374880893,0,4.24792413448886,2.1634375425382277,0.23201294674592013,1.9314245957923075
