Geography,year,category,estimate
SUSSEX,2009,10 to 14 years,10004
SUSSEX,2009,15 to 17 years,3682
SUSSEX,2009,18 and 19 years,2125
SUSSEX,2009,20 years,1005
SUSSEX,2009,21 years,679
SUSSEX,2009,22 to 24 years,2927
SUSSEX,2009,25 to 29 years,3222
SUSSEX,2009,30 to 34 years,3715
SUSSEX,2009,35 to 39 years,4631
SUSSEX,2009,40 to 44 years,6542
SUSSEX,2009,45 to 49 years,7525
SUSSEX,2009,5 to 9 years,11105
SUSSEX,2009,50 to 54 years,7196
SUSSEX,2009,55 to 59 years,5777
SUSSEX,2009,60 and 61 years,1273
SUSSEX,2009,62 to 64 years,3176
SUSSEX,2009,65 and 66 years,1895
SUSSEX,2009,67 to 69 years,1025
SUSSEX,2009,70 to 74 years,1950
SUSSEX,2009,75 to 79 years,1211
SUSSEX,2009,80 to 84 years,1027
SUSSEX,2009,85 years and over,543
SUSSEX,2009,Female,75641
SUSSEX,2009,Male,75477
SUSSEX,2009,Total,151118
SUSSEX,2009,Under 5 years,7726
SUSSEX,2010,10 to 14 years,11977
SUSSEX,2010,15 to 17 years,3572
SUSSEX,2010,18 and 19 years,1857
SUSSEX,2010,20 years,1256
SUSSEX,2010,21 years,787
SUSSEX,2010,22 to 24 years,1633
SUSSEX,2010,25 to 29 years,3388
SUSSEX,2010,30 to 34 years,3830
SUSSEX,2010,35 to 39 years,5475
SUSSEX,2010,40 to 44 years,5253
SUSSEX,2010,45 to 49 years,6906
SUSSEX,2010,5 to 9 years,8876
SUSSEX,2010,50 to 54 years,6814
SUSSEX,2010,55 to 59 years,5616
SUSSEX,2010,60 and 61 years,2078
SUSSEX,2010,62 to 64 years,2760
SUSSEX,2010,65 and 66 years,1072
SUSSEX,2010,67 to 69 years,1822
SUSSEX,2010,70 to 74 years,2219
SUSSEX,2010,75 to 79 years,845
SUSSEX,2010,80 to 84 years,1349
SUSSEX,2010,85 years and over,676
SUSSEX,2010,Female,75692
SUSSEX,2010,Male,73547
SUSSEX,2010,Total,149239
SUSSEX,2010,Under 5 years,7649
SUSSEX,2011,10 to 14 years,11026
SUSSEX,2011,15 to 17 years,3824
SUSSEX,2011,18 and 19 years,2203
SUSSEX,2011,20 years,842
SUSSEX,2011,21 years,667
SUSSEX,2011,22 to 24 years,2535
SUSSEX,2011,25 to 29 years,3181
SUSSEX,2011,30 to 34 years,3933
SUSSEX,2011,35 to 39 years,4704
SUSSEX,2011,40 to 44 years,5252
SUSSEX,2011,45 to 49 years,6525
SUSSEX,2011,5 to 9 years,8838
SUSSEX,2011,50 to 54 years,7152
SUSSEX,2011,55 to 59 years,6021
SUSSEX,2011,60 and 61 years,1757
SUSSEX,2011,62 to 64 years,2794
SUSSEX,2011,65 and 66 years,1725
SUSSEX,2011,67 to 69 years,1282
SUSSEX,2011,70 to 74 years,2524
SUSSEX,2011,75 to 79 years,1030
SUSSEX,2011,80 to 84 years,1032
SUSSEX,2011,85 years and over,911
SUSSEX,2011,Female,74177
SUSSEX,2011,Male,74340
SUSSEX,2011,Total,148517
SUSSEX,2011,Under 5 years,7458
SUSSEX,2012,10 to 14 years,10494
SUSSEX,2012,15 to 17 years,3355
SUSSEX,2012,18 and 19 years,1903
SUSSEX,2012,20 years,873
SUSSEX,2012,21 years,1000
SUSSEX,2012,22 to 24 years,2545
SUSSEX,2012,25 to 29 years,3822
SUSSEX,2012,30 to 34 years,3395
SUSSEX,2012,35 to 39 years,3846
SUSSEX,2012,40 to 44 years,5503
SUSSEX,2012,45 to 49 years,6894
SUSSEX,2012,5 to 9 years,9150
SUSSEX,2012,50 to 54 years,6551
SUSSEX,2012,55 to 59 years,6434
SUSSEX,2012,60 and 61 years,2292
SUSSEX,2012,62 to 64 years,2620
SUSSEX,2012,65 and 66 years,1654
SUSSEX,2012,67 to 69 years,2200
SUSSEX,2012,70 to 74 years,2110
SUSSEX,2012,75 to 79 years,1115
SUSSEX,2012,80 to 84 years,1105
SUSSEX,2012,85 years and over,763
SUSSEX,2012,Female,74166
SUSSEX,2012,Male,73276
SUSSEX,2012,Total,147442
SUSSEX,2012,Under 5 years,6828
SUSSEX,2013,10 to 14 years,9130
SUSSEX,2013,15 to 17 years,3485
SUSSEX,2013,18 and 19 years,1785
SUSSEX,2013,20 years,958
SUSSEX,2013,21 years,484
SUSSEX,2013,22 to 24 years,3223
SUSSEX,2013,25 to 29 years,3724
SUSSEX,2013,30 to 34 years,3547
SUSSEX,2013,35 to 39 years,3799
SUSSEX,2013,40 to 44 years,5140
SUSSEX,2013,45 to 49 years,6222
SUSSEX,2013,5 to 9 years,9200
SUSSEX,2013,50 to 54 years,6592
SUSSEX,2013,55 to 59 years,5707
SUSSEX,2013,60 and 61 years,2427
SUSSEX,2013,62 to 64 years,2948
SUSSEX,2013,65 and 66 years,1959
SUSSEX,2013,67 to 69 years,2206
SUSSEX,2013,70 to 74 years,2158
SUSSEX,2013,75 to 79 years,1621
SUSSEX,2013,80 to 84 years,776
SUSSEX,2013,85 years and over,709
SUSSEX,2013,Female,73158
SUSSEX,2013,Male,72834
SUSSEX,2013,Total,145992
SUSSEX,2013,Under 5 years,7100
SUSSEX,2014,10 to 14 years,8820
SUSSEX,2014,15 to 17 years,3528
SUSSEX,2014,18 and 19 years,1870
SUSSEX,2014,20 years,1132
SUSSEX,2014,21 years,1101
SUSSEX,2014,22 to 24 years,2209
SUSSEX,2014,25 to 29 years,3823
SUSSEX,2014,30 to 34 years,3481
SUSSEX,2014,35 to 39 years,3550
SUSSEX,2014,40 to 44 years,5246
SUSSEX,2014,45 to 49 years,5685
SUSSEX,2014,5 to 9 years,9350
SUSSEX,2014,50 to 54 years,6758
SUSSEX,2014,55 to 59 years,5990
SUSSEX,2014,60 and 61 years,1999
SUSSEX,2014,62 to 64 years,3655
SUSSEX,2014,65 and 66 years,2034
SUSSEX,2014,67 to 69 years,2364
SUSSEX,2014,70 to 74 years,1968
SUSSEX,2014,75 to 79 years,1834
SUSSEX,2014,80 to 84 years,915
SUSSEX,2014,85 years and over,517
SUSSEX,2014,Female,72781
SUSSEX,2014,Male,72128
SUSSEX,2014,Total,144909
SUSSEX,2014,Under 5 years,6376
SUSSEX,2015,10 to 14 years,9719
SUSSEX,2015,15 to 17 years,3482
SUSSEX,2015,18 and 19 years,1741
SUSSEX,2015,20 years,1062
SUSSEX,2015,21 years,1166
SUSSEX,2015,22 to 24 years,2392
SUSSEX,2015,25 to 29 years,3604
SUSSEX,2015,30 to 34 years,3496
SUSSEX,2015,35 to 39 years,4235
SUSSEX,2015,40 to 44 years,4380
SUSSEX,2015,45 to 49 years,5905
SUSSEX,2015,5 to 9 years,7950
SUSSEX,2015,50 to 54 years,6268
SUSSEX,2015,55 to 59 years,6047
SUSSEX,2015,60 and 61 years,1687
SUSSEX,2015,62 to 64 years,3403
SUSSEX,2015,65 and 66 years,1549
SUSSEX,2015,67 to 69 years,2209
SUSSEX,2015,70 to 74 years,3160
SUSSEX,2015,75 to 79 years,1772
SUSSEX,2015,80 to 84 years,819
SUSSEX,2015,85 years and over,787
SUSSEX,2015,Female,72188
SUSSEX,2015,Male,71485
SUSSEX,2015,Total,143673
SUSSEX,2015,Under 5 years,6318
UNION,2006,10 to 14 years,38113
UNION,2006,15 to 17 years,11567
UNION,2006,18 and 19 years,6770
UNION,2006,20 years,2962
UNION,2006,21 years,4012
UNION,2006,22 to 24 years,9693
UNION,2006,25 to 29 years,15219
UNION,2006,30 to 34 years,16314
UNION,2006,35 to 39 years,21218
UNION,2006,40 to 44 years,20597
UNION,2006,45 to 49 years,21267
UNION,2006,5 to 9 years,35598
UNION,2006,50 to 54 years,18104
UNION,2006,55 to 59 years,15984
UNION,2006,60 and 61 years,4329
UNION,2006,62 to 64 years,6825
UNION,2006,65 and 66 years,3141
UNION,2006,67 to 69 years,4038
UNION,2006,70 to 74 years,7092
UNION,2006,75 to 79 years,4603
UNION,2006,80 to 84 years,4475
UNION,2006,85 years and over,3327
UNION,2006,Female,272977
UNION,2006,Male,258111
UNION,2006,Total,531088
UNION,2006,Under 5 years,36857
UNION,2007,10 to 14 years,36040
UNION,2007,15 to 17 years,11550
UNION,2007,18 and 19 years,7166
UNION,2007,20 years,3278
UNION,2007,21 years,3384
UNION,2007,22 to 24 years,10381
UNION,2007,25 to 29 years,14577
UNION,2007,30 to 34 years,15757
UNION,2007,35 to 39 years,18943
UNION,2007,40 to 44 years,21287
UNION,2007,45 to 49 years,21239
UNION,2007,5 to 9 years,35307
UNION,2007,50 to 54 years,18551
UNION,2007,55 to 59 years,14736
UNION,2007,60 and 61 years,4780
UNION,2007,62 to 64 years,7733
UNION,2007,65 and 66 years,3823
UNION,2007,67 to 69 years,5273
UNION,2007,70 to 74 years,5520
UNION,2007,75 to 79 years,4854
UNION,2007,80 to 84 years,4575
UNION,2007,85 years and over,2458
UNION,2007,Female,269344
UNION,2007,Male,255314
UNION,2007,Total,524658
UNION,2007,Under 5 years,36629
UNION,2008,10 to 14 years,35520
UNION,2008,15 to 17 years,11681
UNION,2008,18 and 19 years,7199
UNION,2008,20 years,3312
UNION,2008,21 years,4009
UNION,2008,22 to 24 years,9420
UNION,2008,25 to 29 years,15156
UNION,2008,30 to 34 years,15268
UNION,2008,35 to 39 years,18001
UNION,2008,40 to 44 years,20912
UNION,2008,45 to 49 years,21334
UNION,2008,5 to 9 years,35588
UNION,2008,50 to 54 years,19218
UNION,2008,55 to 59 years,16629
UNION,2008,60 and 61 years,5177
UNION,2008,62 to 64 years,6733
UNION,2008,65 and 66 years,3097
UNION,2008,67 to 69 years,4537
UNION,2008,70 to 74 years,6669
UNION,2008,75 to 79 years,4623
UNION,2008,80 to 84 years,3671
UNION,2008,85 years and over,3425
UNION,2008,Female,268188
UNION,2008,Male,255061
UNION,2008,Total,523249
UNION,2008,Under 5 years,36383
UNION,2009,10 to 14 years,35160
UNION,2009,15 to 17 years,10952
UNION,2009,18 and 19 years,6976
UNION,2009,20 years,3553
UNION,2009,21 years,3691
UNION,2009,22 to 24 years,8678
UNION,2009,25 to 29 years,17141
UNION,2009,30 to 34 years,17597
UNION,2009,35 to 39 years,21379
UNION,2009,40 to 44 years,17443
UNION,2009,45 to 49 years,21070
UNION,2009,5 to 9 years,36271
UNION,2009,50 to 54 years,18971
UNION,2009,55 to 59 years,15522
UNION,2009,60 and 61 years,4856
UNION,2009,62 to 64 years,7401
UNION,2009,65 and 66 years,4571
UNION,2009,67 to 69 years,4371
UNION,2009,70 to 74 years,5434
UNION,2009,75 to 79 years,5360
UNION,2009,80 to 84 years,4047
UNION,2009,85 years and over,2942
UNION,2009,Female,268827
UNION,2009,Male,257599
UNION,2009,Total,526426
UNION,2009,Under 5 years,37140
UNION,2010,10 to 14 years,37097
UNION,2010,15 to 17 years,11569
UNION,2010,18 and 19 years,7053
UNION,2010,20 years,2839
UNION,2010,21 years,3696
UNION,2010,22 to 24 years,10020
UNION,2010,25 to 29 years,16894
UNION,2010,30 to 34 years,17256
UNION,2010,35 to 39 years,15375
UNION,2010,40 to 44 years,22988
UNION,2010,45 to 49 years,20865
UNION,2010,5 to 9 years,35640
UNION,2010,50 to 54 years,19901
UNION,2010,55 to 59 years,16544
UNION,2010,60 and 61 years,5890
UNION,2010,62 to 64 years,6290
UNION,2010,65 and 66 years,3753
UNION,2010,67 to 69 years,4959
UNION,2010,70 to 74 years,6524
UNION,2010,75 to 79 years,4695
UNION,2010,80 to 84 years,3384
UNION,2010,85 years and over,4214
UNION,2010,Female,277337
UNION,2010,Male,260324
UNION,2010,Total,537661
UNION,2010,Under 5 years,35845
UNION,2011,10 to 14 years,36204
UNION,2011,15 to 17 years,11399
UNION,2011,18 and 19 years,7282
UNION,2011,20 years,3417
UNION,2011,21 years,3156
UNION,2011,22 to 24 years,10385
UNION,2011,25 to 29 years,16699
UNION,2011,30 to 34 years,17573
UNION,2011,35 to 39 years,18065
UNION,2011,40 to 44 years,20220
UNION,2011,45 to 49 years,20411
UNION,2011,5 to 9 years,36402
UNION,2011,50 to 54 years,20159
UNION,2011,55 to 59 years,15948
UNION,2011,60 and 61 years,6358
UNION,2011,62 to 64 years,7543
UNION,2011,65 and 66 years,3918
UNION,2011,67 to 69 years,4979
UNION,2011,70 to 74 years,6848
UNION,2011,75 to 79 years,4619
UNION,2011,80 to 84 years,3567
UNION,2011,85 years and over,3967
UNION,2011,Female,277098
UNION,2011,Male,262396
UNION,2011,Total,539494
UNION,2011,Under 5 years,35729
UNION,2012,10 to 14 years,37497
UNION,2012,15 to 17 years,11414
UNION,2012,18 and 19 years,7055
UNION,2012,20 years,3527
UNION,2012,21 years,4165
UNION,2012,22 to 24 years,9598
UNION,2012,25 to 29 years,17382
UNION,2012,30 to 34 years,17786
UNION,2012,35 to 39 years,18282
UNION,2012,40 to 44 years,19627
UNION,2012,45 to 49 years,20474
UNION,2012,5 to 9 years,35687
UNION,2012,50 to 54 years,20467
UNION,2012,55 to 59 years,17176
UNION,2012,60 and 61 years,6184
UNION,2012,62 to 64 years,7298
UNION,2012,65 and 66 years,4803
UNION,2012,67 to 69 years,5281
UNION,2012,70 to 74 years,6143
UNION,2012,75 to 79 years,4611
UNION,2012,80 to 84 years,4365
UNION,2012,85 years and over,3369
UNION,2012,Female,279701
UNION,2012,Male,264275
UNION,2012,Total,543976
UNION,2012,Under 5 years,35067
UNION,2013,10 to 14 years,38757
UNION,2013,15 to 17 years,11460
UNION,2013,18 and 19 years,6839
UNION,2013,20 years,5297
UNION,2013,21 years,2666
UNION,2013,22 to 24 years,10027
UNION,2013,25 to 29 years,17641
UNION,2013,30 to 34 years,18049
UNION,2013,35 to 39 years,18187
UNION,2013,40 to 44 years,19846
UNION,2013,45 to 49 years,20172
UNION,2013,5 to 9 years,35463
UNION,2013,50 to 54 years,20481
UNION,2013,55 to 59 years,19185
UNION,2013,60 and 61 years,5623
UNION,2013,62 to 64 years,6932
UNION,2013,65 and 66 years,5562
UNION,2013,67 to 69 years,5277
UNION,2013,70 to 74 years,6609
UNION,2013,75 to 79 years,4177
UNION,2013,80 to 84 years,3903
UNION,2013,85 years and over,3842
UNION,2013,Female,280399
UNION,2013,Male,267857
UNION,2013,Total,548256
UNION,2013,Under 5 years,35481
UNION,2014,10 to 14 years,36199
UNION,2014,15 to 17 years,11348
UNION,2014,18 and 19 years,7156
UNION,2014,20 years,3763
UNION,2014,21 years,4894
UNION,2014,22 to 24 years,9817
UNION,2014,25 to 29 years,17200
UNION,2014,30 to 34 years,18265
UNION,2014,35 to 39 years,18897
UNION,2014,40 to 44 years,19284
UNION,2014,45 to 49 years,20376
UNION,2014,5 to 9 years,37722
UNION,2014,50 to 54 years,20270
UNION,2014,55 to 59 years,19479
UNION,2014,60 and 61 years,5449
UNION,2014,62 to 64 years,7568
UNION,2014,65 and 66 years,5398
UNION,2014,67 to 69 years,5221
UNION,2014,70 to 74 years,7255
UNION,2014,75 to 79 years,3545
UNION,2014,80 to 84 years,5461
UNION,2014,85 years and over,3111
UNION,2014,Female,283416
UNION,2014,Male,269523
UNION,2014,Total,552939
UNION,2014,Under 5 years,35984
UNION,2015,10 to 14 years,35220
UNION,2015,15 to 17 years,11826
UNION,2015,18 and 19 years,6921
UNION,2015,20 years,3362
UNION,2015,21 years,4347
UNION,2015,22 to 24 years,10693
UNION,2015,25 to 29 years,17542
UNION,2015,30 to 34 years,18184
UNION,2015,35 to 39 years,19734
UNION,2015,40 to 44 years,18705
UNION,2015,45 to 49 years,19865
UNION,2015,5 to 9 years,38509
UNION,2015,50 to 54 years,20512
UNION,2015,55 to 59 years,19778
UNION,2015,60 and 61 years,5886
UNION,2015,62 to 64 years,7846
UNION,2015,65 and 66 years,4905
UNION,2015,67 to 69 years,6402
UNION,2015,70 to 74 years,7200
UNION,2015,75 to 79 years,4541
UNION,2015,80 to 84 years,3982
UNION,2015,85 years and over,3666
UNION,2015,Female,284264
UNION,2015,Male,271522
UNION,2015,Total,555786
UNION,2015,Under 5 years,35845
WARREN,2006,10 to 14 years,7214
WARREN,2006,15 to 17 years,2337
WARREN,2006,18 and 19 years,1263
WARREN,2006,20 years,1160
WARREN,2006,21 years,719
WARREN,2006,22 to 24 years,1783
WARREN,2006,25 to 29 years,2845
WARREN,2006,30 to 34 years,3071
WARREN,2006,35 to 39 years,3911
WARREN,2006,40 to 44 years,4852
WARREN,2006,45 to 49 years,4613
WARREN,2006,5 to 9 years,7918
WARREN,2006,50 to 54 years,4476
WARREN,2006,55 to 59 years,2978
WARREN,2006,60 and 61 years,1028
WARREN,2006,62 to 64 years,1633
WARREN,2006,65 and 66 years,826
WARREN,2006,67 to 69 years,1033
WARREN,2006,70 to 74 years,1409
WARREN,2006,75 to 79 years,1415
WARREN,2006,80 to 84 years,575
WARREN,2006,85 years and over,525
WARREN,2006,Female,57110
WARREN,2006,Male,53809
WARREN,2006,Total,110919
WARREN,2006,Under 5 years,7004
WARREN,2007,10 to 14 years,6870
WARREN,2007,15 to 17 years,2556
WARREN,2007,18 and 19 years,1618
WARREN,2007,20 years,494
WARREN,2007,21 years,767
WARREN,2007,22 to 24 years,1831
WARREN,2007,25 to 29 years,2645
WARREN,2007,30 to 34 years,2895
WARREN,2007,35 to 39 years,4056
WARREN,2007,40 to 44 years,4469
WARREN,2007,45 to 49 years,4760
WARREN,2007,5 to 9 years,7540
WARREN,2007,50 to 54 years,4325
WARREN,2007,55 to 59 years,2824
WARREN,2007,60 and 61 years,1166
WARREN,2007,62 to 64 years,1960
WARREN,2007,65 and 66 years,864
WARREN,2007,67 to 69 years,1013
WARREN,2007,70 to 74 years,1273
WARREN,2007,75 to 79 years,1288
WARREN,2007,80 to 84 years,878
WARREN,2007,85 years and over,411
WARREN,2007,Female,56854
WARREN,2007,Male,52883
WARREN,2007,Total,109737
WARREN,2007,Under 5 years,7073
WARREN,2008,10 to 14 years,7053
WARREN,2008,15 to 17 years,2449
WARREN,2008,18 and 19 years,1436
WARREN,2008,20 years,1124
WARREN,2008,21 years,500
WARREN,2008,22 to 24 years,1146
WARREN,2008,25 to 29 years,2528
WARREN,2008,30 to 34 years,3045
WARREN,2008,35 to 39 years,3666
WARREN,2008,40 to 44 years,4733
WARREN,2008,45 to 49 years,4865
WARREN,2008,5 to 9 years,8249
WARREN,2008,50 to 54 years,5486
WARREN,2008,55 to 59 years,3260
WARREN,2008,60 and 61 years,1570
WARREN,2008,62 to 64 years,1096
WARREN,2008,65 and 66 years,623
WARREN,2008,67 to 69 years,1213
WARREN,2008,70 to 74 years,1484
WARREN,2008,75 to 79 years,1200
WARREN,2008,80 to 84 years,909
WARREN,2008,85 years and over,537
WARREN,2008,Female,56214
WARREN,2008,Male,53662
WARREN,2008,Total,109876
WARREN,2008,Under 5 years,6322
WARREN,2009,10 to 14 years,8584
WARREN,2009,15 to 17 years,2813
WARREN,2009,18 and 19 years,1369
WARREN,2009,20 years,528
WARREN,2009,21 years,672
WARREN,2009,22 to 24 years,1518
WARREN,2009,25 to 29 years,2726
WARREN,2009,30 to 34 years,2394
WARREN,2009,35 to 39 years,3587
WARREN,2009,40 to 44 years,4533
WARREN,2009,45 to 49 years,5350
WARREN,2009,5 to 9 years,6034
WARREN,2009,50 to 54 years,4510
WARREN,2009,55 to 59 years,2815
WARREN,2009,60 and 61 years,1660
WARREN,2009,62 to 64 years,1846
WARREN,2009,65 and 66 years,993
WARREN,2009,67 to 69 years,1262
WARREN,2009,70 to 74 years,1233
WARREN,2009,75 to 79 years,1000
WARREN,2009,80 to 84 years,962
WARREN,2009,85 years and over,615
WARREN,2009,Female,56520
WARREN,2009,Male,53118
WARREN,2009,Total,109638
WARREN,2009,Under 5 years,6232
WARREN,2010,10 to 14 years,6733
WARREN,2010,15 to 17 years,2402
WARREN,2010,18 and 19 years,1391
WARREN,2010,20 years,795
WARREN,2010,21 years,482
WARREN,2010,22 to 24 years,1695
WARREN,2010,25 to 29 years,2571
WARREN,2010,30 to 34 years,2814
WARREN,2010,35 to 39 years,3609
WARREN,2010,40 to 44 years,3778
WARREN,2010,45 to 49 years,4832
WARREN,2010,5 to 9 years,8428
WARREN,2010,50 to 54 years,4503
WARREN,2010,55 to 59 years,3504
WARREN,2010,60 and 61 years,1524
WARREN,2010,62 to 64 years,1673
WARREN,2010,65 and 66 years,914
WARREN,2010,67 to 69 years,1046
WARREN,2010,70 to 74 years,1845
WARREN,2010,75 to 79 years,961
WARREN,2010,80 to 84 years,950
WARREN,2010,85 years and over,894
WARREN,2010,Female,55997
WARREN,2010,Male,52717
WARREN,2010,Total,108714
WARREN,2010,Under 5 years,6048
WARREN,2011,10 to 14 years,7363
WARREN,2011,15 to 17 years,2533
WARREN,2011,18 and 19 years,1198
WARREN,2011,20 years,692
WARREN,2011,21 years,528
WARREN,2011,22 to 24 years,1682
WARREN,2011,25 to 29 years,2753
WARREN,2011,30 to 34 years,2613
WARREN,2011,35 to 39 years,3496
WARREN,2011,40 to 44 years,4036
WARREN,2011,45 to 49 years,4715
WARREN,2011,5 to 9 years,6753
WARREN,2011,50 to 54 years,4578
WARREN,2011,55 to 59 years,3557
WARREN,2011,60 and 61 years,1598
WARREN,2011,62 to 64 years,1831
WARREN,2011,65 and 66 years,661
WARREN,2011,67 to 69 years,1313
WARREN,2011,70 to 74 years,1731
WARREN,2011,75 to 79 years,1305
WARREN,2011,80 to 84 years,572
WARREN,2011,85 years and over,845
WARREN,2011,Female,55710
WARREN,2011,Male,52629
WARREN,2011,Total,108339
WARREN,2011,Under 5 years,5707
WARREN,2012,10 to 14 years,7041
WARREN,2012,15 to 17 years,2126
WARREN,2012,18 and 19 years,1287
WARREN,2012,20 years,468
WARREN,2012,21 years,797
WARREN,2012,22 to 24 years,1820
WARREN,2012,25 to 29 years,2955
WARREN,2012,30 to 34 years,2892
WARREN,2012,35 to 39 years,3353
WARREN,2012,40 to 44 years,3431
WARREN,2012,45 to 49 years,4298
WARREN,2012,5 to 9 years,7736
WARREN,2012,50 to 54 years,4720
WARREN,2012,55 to 59 years,3403
WARREN,2012,60 and 61 years,1650
WARREN,2012,62 to 64 years,2271
WARREN,2012,65 and 66 years,706
WARREN,2012,67 to 69 years,1849
WARREN,2012,70 to 74 years,1503
WARREN,2012,75 to 79 years,1025
WARREN,2012,80 to 84 years,945
WARREN,2012,85 years and over,722
WARREN,2012,Female,55335
WARREN,2012,Male,52318
WARREN,2012,Total,107653
WARREN,2012,Under 5 years,5162
WARREN,2013,10 to 14 years,8146
WARREN,2013,15 to 17 years,2156
WARREN,2013,18 and 19 years,1506
WARREN,2013,20 years,366
WARREN,2013,21 years,1010
WARREN,2013,22 to 24 years,2211
WARREN,2013,25 to 29 years,2752
WARREN,2013,30 to 34 years,2439
WARREN,2013,35 to 39 years,2569
WARREN,2013,40 to 44 years,3868
WARREN,2013,45 to 49 years,4425
WARREN,2013,5 to 9 years,5998
WARREN,2013,50 to 54 years,4661
WARREN,2013,55 to 59 years,4706
WARREN,2013,60 and 61 years,940
WARREN,2013,62 to 64 years,1516
WARREN,2013,65 and 66 years,1049
WARREN,2013,67 to 69 years,1743
WARREN,2013,70 to 74 years,1385
WARREN,2013,75 to 79 years,1114
WARREN,2013,80 to 84 years,824
WARREN,2013,85 years and over,895
WARREN,2013,Female,55655
WARREN,2013,Male,51724
WARREN,2013,Total,107379
WARREN,2013,Under 5 years,5301
WARREN,2014,10 to 14 years,7551
WARREN,2014,15 to 17 years,2427
WARREN,2014,18 and 19 years,1617
WARREN,2014,20 years,881
WARREN,2014,21 years,879
WARREN,2014,22 to 24 years,1446
WARREN,2014,25 to 29 years,2854
WARREN,2014,30 to 34 years,2294
WARREN,2014,35 to 39 years,3251
WARREN,2014,40 to 44 years,3756
WARREN,2014,45 to 49 years,4196
WARREN,2014,5 to 9 years,5453
WARREN,2014,50 to 54 years,4479
WARREN,2014,55 to 59 years,4538
WARREN,2014,60 and 61 years,1138
WARREN,2014,62 to 64 years,1858
WARREN,2014,65 and 66 years,1312
WARREN,2014,67 to 69 years,1614
WARREN,2014,70 to 74 years,1691
WARREN,2014,75 to 79 years,652
WARREN,2014,80 to 84 years,1059
WARREN,2014,85 years and over,1036
WARREN,2014,Female,54819
WARREN,2014,Male,52098
WARREN,2014,Total,106917
WARREN,2014,Under 5 years,5002
WARREN,2015,10 to 14 years,6069
WARREN,2015,15 to 17 years,2147
WARREN,2015,18 and 19 years,1420
WARREN,2015,20 years,593
WARREN,2015,21 years,390
WARREN,2015,22 to 24 years,1989
WARREN,2015,25 to 29 years,2869
WARREN,2015,30 to 34 years,2887
WARREN,2015,35 to 39 years,2995
WARREN,2015,40 to 44 years,3329
WARREN,2015,45 to 49 years,4517
WARREN,2015,5 to 9 years,6771
WARREN,2015,50 to 54 years,4406
WARREN,2015,55 to 59 years,5114
WARREN,2015,60 and 61 years,966
WARREN,2015,62 to 64 years,2608
WARREN,2015,65 and 66 years,1331
WARREN,2015,67 to 69 years,1177
WARREN,2015,70 to 74 years,1922
WARREN,2015,75 to 79 years,1444
WARREN,2015,80 to 84 years,732
WARREN,2015,85 years and over,821
WARREN,2015,Female,54857
WARREN,2015,Male,52012
WARREN,2015,Total,106869
WARREN,2015,Under 5 years,4942
