Geography,year,variable_name,variable,estimate,moe
"Gloucester County, New Jersey",2007,Estimate!!Total!!Female!!Under 5 years,B01001_027,8308,188
"Gloucester County, New Jersey",2007,Estimate!!Total!!Female!!5 to 9 years,B01001_028,8192,1191
"Gloucester County, New Jersey",2007,Estimate!!Total!!Female!!10 to 14 years,B01001_029,9939,1189
"Hudson County, New Jersey",2007,Estimate!!Total,B01001_001,598160,0
"Hudson County, New Jersey",2007,Estimate!!Total!!Male,B01001_002,297014,474
"Hudson County, New Jersey",2007,Estimate!!Total!!Male!!Under 5 years,B01001_003,20416,3
"Hudson County, New Jersey",2007,Estimate!!Total!!Male!!5 to 9 years,B01001_004,16295,1358
"Hudson County, New Jersey",2007,Estimate!!Total!!Male!!10 to 14 years,B01001_005,19171,1361
"Hudson County, New Jersey",2007,Estimate!!Total!!Male!!15 to 17 years,B01001_006,11260,2
"Hudson County, New Jersey",2007,Estimate!!Total!!Male!!18 and 19 years,B01001_007,7249,459
"Hudson County, New Jersey",2007,Estimate!!Total!!Male!!20 years,B01001_008,4740,1069
"Hudson County, New Jersey",2007,Estimate!!Total!!Male!!21 years,B01001_009,4595,1355
"Hudson County, New Jersey",2007,Estimate!!Total!!Male!!22 to 24 years,B01001_010,11954,1370
"Hudson County, New Jersey",2007,Estimate!!Total!!Male!!25 to 29 years,B01001_011,23752,4
"Hudson County, New Jersey",2007,Estimate!!Total!!Male!!30 to 34 years,B01001_012,28945,2
"Hudson County, New Jersey",2007,Estimate!!Total!!Male!!35 to 39 years,B01001_013,32920,2088
"Hudson County, New Jersey",2007,Estimate!!Total!!Male!!40 to 44 years,B01001_014,23407,2090
"Hudson County, New Jersey",2007,Estimate!!Total!!Male!!45 to 49 years,B01001_015,22353,282
"Hudson County, New Jersey",2007,Estimate!!Total!!Male!!50 to 54 years,B01001_016,18190,4
"Hudson County, New Jersey",2007,Estimate!!Total!!Male!!55 to 59 years,B01001_017,14006,1391
"Hudson County, New Jersey",2007,Estimate!!Total!!Male!!60 and 61 years,B01001_018,6013,1122
"Hudson County, New Jersey",2007,Estimate!!Total!!Male!!62 to 64 years,B01001_019,6002,1202
"Hudson County, New Jersey",2007,Estimate!!Total!!Male!!65 and 66 years,B01001_020,2777,783
"Hudson County, New Jersey",2007,Estimate!!Total!!Male!!67 to 69 years,B01001_021,4884,905
"Hudson County, New Jersey",2007,Estimate!!Total!!Male!!70 to 74 years,B01001_022,7659,853
"Hudson County, New Jersey",2007,Estimate!!Total!!Male!!75 to 79 years,B01001_023,5128,610
"Hudson County, New Jersey",2007,Estimate!!Total!!Male!!80 to 84 years,B01001_024,2875,730
"Hudson County, New Jersey",2007,Estimate!!Total!!Male!!85 years and over,B01001_025,2423,569
"Hudson County, New Jersey",2007,Estimate!!Total!!Female,B01001_026,301146,474
"Hudson County, New Jersey",2007,Estimate!!Total!!Female!!Under 5 years,B01001_027,19435,4
"Hudson County, New Jersey",2007,Estimate!!Total!!Female!!5 to 9 years,B01001_028,14783,1553
"Hudson County, New Jersey",2007,Estimate!!Total!!Female!!10 to 14 years,B01001_029,18644,1553
"Hunterdon County, New Jersey",2007,Estimate!!Total,B01001_001,129348,0
"Hunterdon County, New Jersey",2007,Estimate!!Total!!Male,B01001_002,63531,528
"Hunterdon County, New Jersey",2007,Estimate!!Total!!Male!!Under 5 years,B01001_003,3425,197
"Hunterdon County, New Jersey",2007,Estimate!!Total!!Male!!5 to 9 years,B01001_004,4921,633
"Hunterdon County, New Jersey",2007,Estimate!!Total!!Male!!10 to 14 years,B01001_005,3889,651
"Hunterdon County, New Jersey",2007,Estimate!!Total!!Male!!15 to 17 years,B01001_006,3027,184
"Hunterdon County, New Jersey",2007,Estimate!!Total!!Male!!18 and 19 years,B01001_007,1481,96
"Hunterdon County, New Jersey",2007,Estimate!!Total!!Male!!20 years,B01001_008,679,360
"Hunterdon County, New Jersey",2007,Estimate!!Total!!Male!!21 years,B01001_009,957,388
"Hunterdon County, New Jersey",2007,Estimate!!Total!!Male!!22 to 24 years,B01001_010,2414,418
"Hunterdon County, New Jersey",2007,Estimate!!Total!!Male!!25 to 29 years,B01001_011,2673,181
"Hunterdon County, New Jersey",2007,Estimate!!Total!!Male!!30 to 34 years,B01001_012,2826,223
"Hunterdon County, New Jersey",2007,Estimate!!Total!!Male!!35 to 39 years,B01001_013,3562,738
"Hunterdon County, New Jersey",2007,Estimate!!Total!!Male!!40 to 44 years,B01001_014,6165,852
"Hunterdon County, New Jersey",2007,Estimate!!Total!!Male!!45 to 49 years,B01001_015,6320,292
"Hunterdon County, New Jersey",2007,Estimate!!Total!!Male!!50 to 54 years,B01001_016,6129,416
"Hunterdon County, New Jersey",2007,Estimate!!Total!!Male!!55 to 59 years,B01001_017,4716,514
"Hunterdon County, New Jersey",2007,Estimate!!Total!!Male!!60 and 61 years,B01001_018,2009,533
"Hunterdon County, New Jersey",2007,Estimate!!Total!!Male!!62 to 64 years,B01001_019,1717,479
"Hunterdon County, New Jersey",2007,Estimate!!Total!!Male!!65 and 66 years,B01001_020,619,319
"Hunterdon County, New Jersey",2007,Estimate!!Total!!Male!!67 to 69 years,B01001_021,1512,626
"Hunterdon County, New Jersey",2007,Estimate!!Total!!Male!!70 to 74 years,B01001_022,2029,661
"Hunterdon County, New Jersey",2007,Estimate!!Total!!Male!!75 to 79 years,B01001_023,1196,286
"Hunterdon County, New Jersey",2007,Estimate!!Total!!Male!!80 to 84 years,B01001_024,814,285
"Hunterdon County, New Jersey",2007,Estimate!!Total!!Male!!85 years and over,B01001_025,451,206
"Hunterdon County, New Jersey",2007,Estimate!!Total!!Female,B01001_026,65817,528
"Hunterdon County, New Jersey",2007,Estimate!!Total!!Female!!Under 5 years,B01001_027,3133,160
"Hunterdon County, New Jersey",2007,Estimate!!Total!!Female!!5 to 9 years,B01001_028,4082,610
"Hunterdon County, New Jersey",2007,Estimate!!Total!!Female!!10 to 14 years,B01001_029,4315,612
"Mercer County, New Jersey",2007,Estimate!!Total,B01001_001,365449,0
"Mercer County, New Jersey",2007,Estimate!!Total!!Male,B01001_002,179645,319
"Mercer County, New Jersey",2007,Estimate!!Total!!Male!!Under 5 years,B01001_003,11725,1
"Mercer County, New Jersey",2007,Estimate!!Total!!Male!!5 to 9 years,B01001_004,12041,1224
"Mercer County, New Jersey",2007,Estimate!!Total!!Male!!10 to 14 years,B01001_005,11439,1224
"Mercer County, New Jersey",2007,Estimate!!Total!!Male!!15 to 17 years,B01001_006,7661,191
"Mercer County, New Jersey",2007,Estimate!!Total!!Male!!18 and 19 years,B01001_007,5510,567
"Mercer County, New Jersey",2007,Estimate!!Total!!Male!!20 years,B01001_008,3259,772
"Mercer County, New Jersey",2007,Estimate!!Total!!Male!!21 years,B01001_009,3207,1136
"Mercer County, New Jersey",2007,Estimate!!Total!!Male!!22 to 24 years,B01001_010,8459,1189
"Mercer County, New Jersey",2007,Estimate!!Total!!Male!!25 to 29 years,B01001_011,12697,277
"Mercer County, New Jersey",2007,Estimate!!Total!!Male!!30 to 34 years,B01001_012,12795,4
"Mercer County, New Jersey",2007,Estimate!!Total!!Male!!35 to 39 years,B01001_013,11778,1325
"Mercer County, New Jersey",2007,Estimate!!Total!!Male!!40 to 44 years,B01001_014,15521,1351
"Mercer County, New Jersey",2007,Estimate!!Total!!Male!!45 to 49 years,B01001_015,14463,81
"Mercer County, New Jersey",2007,Estimate!!Total!!Male!!50 to 54 years,B01001_016,12512,277
"Mercer County, New Jersey",2007,Estimate!!Total!!Male!!55 to 59 years,B01001_017,10570,1205
"Mercer County, New Jersey",2007,Estimate!!Total!!Male!!60 and 61 years,B01001_018,3061,747
"Mercer County, New Jersey",2007,Estimate!!Total!!Male!!62 to 64 years,B01001_019,5029,884
"Mercer County, New Jersey",2007,Estimate!!Total!!Male!!65 and 66 years,B01001_020,2382,658
"Mercer County, New Jersey",2007,Estimate!!Total!!Male!!67 to 69 years,B01001_021,2814,610
"Mercer County, New Jersey",2007,Estimate!!Total!!Male!!70 to 74 years,B01001_022,4864,807
"Mercer County, New Jersey",2007,Estimate!!Total!!Male!!75 to 79 years,B01001_023,3414,619
"Mercer County, New Jersey",2007,Estimate!!Total!!Male!!80 to 84 years,B01001_024,2499,542
"Mercer County, New Jersey",2007,Estimate!!Total!!Male!!85 years and over,B01001_025,1945,551
"Mercer County, New Jersey",2007,Estimate!!Total!!Female,B01001_026,185804,319
"Mercer County, New Jersey",2007,Estimate!!Total!!Female!!Under 5 years,B01001_027,11029,2
"Mercer County, New Jersey",2007,Estimate!!Total!!Female!!5 to 9 years,B01001_028,10752,1598
"Mercer County, New Jersey",2007,Estimate!!Total!!Female!!10 to 14 years,B01001_029,11854,1598
"Middlesex County, New Jersey",2007,Estimate!!Total,B01001_001,788629,0
"Middlesex County, New Jersey",2007,Estimate!!Total!!Male,B01001_002,390037,203
"Middlesex County, New Jersey",2007,Estimate!!Total!!Male!!Under 5 years,B01001_003,25865,78
"Middlesex County, New Jersey",2007,Estimate!!Total!!Male!!5 to 9 years,B01001_004,25143,1778
"Middlesex County, New Jersey",2007,Estimate!!Total!!Male!!10 to 14 years,B01001_005,25854,1770
"Middlesex County, New Jersey",2007,Estimate!!Total!!Male!!15 to 17 years,B01001_006,16345,119
"Middlesex County, New Jersey",2007,Estimate!!Total!!Male!!18 and 19 years,B01001_007,12135,627
"Middlesex County, New Jersey",2007,Estimate!!Total!!Male!!20 years,B01001_008,5696,1162
"Middlesex County, New Jersey",2007,Estimate!!Total!!Male!!21 years,B01001_009,6027,1165
"Middlesex County, New Jersey",2007,Estimate!!Total!!Male!!22 to 24 years,B01001_010,15102,1445
"Middlesex County, New Jersey",2007,Estimate!!Total!!Male!!25 to 29 years,B01001_011,24691,101
"Middlesex County, New Jersey",2007,Estimate!!Total!!Male!!30 to 34 years,B01001_012,30312,4
"Middlesex County, New Jersey",2007,Estimate!!Total!!Male!!35 to 39 years,B01001_013,33336,1832
"Middlesex County, New Jersey",2007,Estimate!!Total!!Male!!40 to 44 years,B01001_014,32461,1821
"Middlesex County, New Jersey",2007,Estimate!!Total!!Male!!45 to 49 years,B01001_015,31619,98
"Middlesex County, New Jersey",2007,Estimate!!Total!!Male!!50 to 54 years,B01001_016,27374,82
"Middlesex County, New Jersey",2007,Estimate!!Total!!Male!!55 to 59 years,B01001_017,22032,1519
"Middlesex County, New Jersey",2007,Estimate!!Total!!Male!!60 and 61 years,B01001_018,7973,1454
"Middlesex County, New Jersey",2007,Estimate!!Total!!Male!!62 to 64 years,B01001_019,8831,1202
"Middlesex County, New Jersey",2007,Estimate!!Total!!Male!!65 and 66 years,B01001_020,5115,1201
"Middlesex County, New Jersey",2007,Estimate!!Total!!Male!!67 to 69 years,B01001_021,6459,987
"Middlesex County, New Jersey",2007,Estimate!!Total!!Male!!70 to 74 years,B01001_022,9705,1303
"Middlesex County, New Jersey",2007,Estimate!!Total!!Male!!75 to 79 years,B01001_023,6614,940
"Middlesex County, New Jersey",2007,Estimate!!Total!!Male!!80 to 84 years,B01001_024,6458,1209
"Middlesex County, New Jersey",2007,Estimate!!Total!!Male!!85 years and over,B01001_025,4890,1176
"Middlesex County, New Jersey",2007,Estimate!!Total!!Female,B01001_026,398592,203
"Middlesex County, New Jersey",2007,Estimate!!Total!!Female!!Under 5 years,B01001_027,24669,171
"Middlesex County, New Jersey",2007,Estimate!!Total!!Female!!5 to 9 years,B01001_028,24636,1687
"Middlesex County, New Jersey",2007,Estimate!!Total!!Female!!10 to 14 years,B01001_029,23645,1676
"Monmouth County, New Jersey",2007,Estimate!!Total,B01001_001,642030,0
"Monmouth County, New Jersey",2007,Estimate!!Total!!Male,B01001_002,314060,253
"Monmouth County, New Jersey",2007,Estimate!!Total!!Male!!Under 5 years,B01001_003,19275,2
"Monmouth County, New Jersey",2007,Estimate!!Total!!Male!!5 to 9 years,B01001_004,21341,1754
"Monmouth County, New Jersey",2007,Estimate!!Total!!Male!!10 to 14 years,B01001_005,23482,1758
"Monmouth County, New Jersey",2007,Estimate!!Total!!Male!!15 to 17 years,B01001_006,15077,102
"Monmouth County, New Jersey",2007,Estimate!!Total!!Male!!18 and 19 years,B01001_007,9163,597
"Monmouth County, New Jersey",2007,Estimate!!Total!!Male!!20 years,B01001_008,3966,893
"Monmouth County, New Jersey",2007,Estimate!!Total!!Male!!21 years,B01001_009,5179,1195
"Monmouth County, New Jersey",2007,Estimate!!Total!!Male!!22 to 24 years,B01001_010,10751,1304
"Monmouth County, New Jersey",2007,Estimate!!Total!!Male!!25 to 29 years,B01001_011,16129,454
"Monmouth County, New Jersey",2007,Estimate!!Total!!Male!!30 to 34 years,B01001_012,17160,4
"Monmouth County, New Jersey",2007,Estimate!!Total!!Male!!35 to 39 years,B01001_013,20613,1679
"Monmouth County, New Jersey",2007,Estimate!!Total!!Male!!40 to 44 years,B01001_014,25335,1678
"Monmouth County, New Jersey",2007,Estimate!!Total!!Male!!45 to 49 years,B01001_015,28133,277
"Monmouth County, New Jersey",2007,Estimate!!Total!!Male!!50 to 54 years,B01001_016,25860,212
"Monmouth County, New Jersey",2007,Estimate!!Total!!Male!!55 to 59 years,B01001_017,21512,1373
"Monmouth County, New Jersey",2007,Estimate!!Total!!Male!!60 and 61 years,B01001_018,8112,951
"Monmouth County, New Jersey",2007,Estimate!!Total!!Male!!62 to 64 years,B01001_019,8743,1084
"Monmouth County, New Jersey",2007,Estimate!!Total!!Male!!65 and 66 years,B01001_020,5370,894
"Monmouth County, New Jersey",2007,Estimate!!Total!!Male!!67 to 69 years,B01001_021,6698,1034
"Monmouth County, New Jersey",2007,Estimate!!Total!!Male!!70 to 74 years,B01001_022,8044,1124
"Monmouth County, New Jersey",2007,Estimate!!Total!!Male!!75 to 79 years,B01001_023,6512,755
"Monmouth County, New Jersey",2007,Estimate!!Total!!Male!!80 to 84 years,B01001_024,4362,753
"Monmouth County, New Jersey",2007,Estimate!!Total!!Male!!85 years and over,B01001_025,3243,610
"Monmouth County, New Jersey",2007,Estimate!!Total!!Female,B01001_026,327970,253
"Monmouth County, New Jersey",2007,Estimate!!Total!!Female!!Under 5 years,B01001_027,18687,140
"Monmouth County, New Jersey",2007,Estimate!!Total!!Female!!5 to 9 years,B01001_028,19860,1417
"Monmouth County, New Jersey",2007,Estimate!!Total!!Female!!10 to 14 years,B01001_029,22665,1418
"Morris County, New Jersey",2007,Estimate!!Total,B01001_001,488475,0
"Morris County, New Jersey",2007,Estimate!!Total!!Male,B01001_002,241387,800
"Morris County, New Jersey",2007,Estimate!!Total!!Male!!Under 5 years,B01001_003,15253,335
"Morris County, New Jersey",2007,Estimate!!Total!!Male!!5 to 9 years,B01001_004,17258,1525
"Morris County, New Jersey",2007,Estimate!!Total!!Male!!10 to 14 years,B01001_005,17023,1456
"Morris County, New Jersey",2007,Estimate!!Total!!Male!!15 to 17 years,B01001_006,10884,404
"Morris County, New Jersey",2007,Estimate!!Total!!Male!!18 and 19 years,B01001_007,6769,694
"Morris County, New Jersey",2007,Estimate!!Total!!Male!!20 years,B01001_008,3667,1033
"Morris County, New Jersey",2007,Estimate!!Total!!Male!!21 years,B01001_009,2167,754
"Morris County, New Jersey",2007,Estimate!!Total!!Male!!22 to 24 years,B01001_010,7572,1214
"Morris County, New Jersey",2007,Estimate!!Total!!Male!!25 to 29 years,B01001_011,10999,300
"Morris County, New Jersey",2007,Estimate!!Total!!Male!!30 to 34 years,B01001_012,13432,345
"Morris County, New Jersey",2007,Estimate!!Total!!Male!!35 to 39 years,B01001_013,18466,1592
"Morris County, New Jersey",2007,Estimate!!Total!!Male!!40 to 44 years,B01001_014,20696,1706
"Morris County, New Jersey",2007,Estimate!!Total!!Male!!45 to 49 years,B01001_015,22056,689
"Morris County, New Jersey",2007,Estimate!!Total!!Male!!50 to 54 years,B01001_016,18882,384
"Morris County, New Jersey",2007,Estimate!!Total!!Male!!55 to 59 years,B01001_017,15971,1345
"Morris County, New Jersey",2007,Estimate!!Total!!Male!!60 and 61 years,B01001_018,5924,1054
"Morris County, New Jersey",2007,Estimate!!Total!!Male!!62 to 64 years,B01001_019,7507,1225
"Morris County, New Jersey",2007,Estimate!!Total!!Male!!65 and 66 years,B01001_020,3552,836
"Morris County, New Jersey",2007,Estimate!!Total!!Male!!67 to 69 years,B01001_021,5397,982
"Morris County, New Jersey",2007,Estimate!!Total!!Male!!70 to 74 years,B01001_022,7440,1000
"Morris County, New Jersey",2007,Estimate!!Total!!Male!!75 to 79 years,B01001_023,4854,772
"Morris County, New Jersey",2007,Estimate!!Total!!Male!!80 to 84 years,B01001_024,3447,725
"Morris County, New Jersey",2007,Estimate!!Total!!Male!!85 years and over,B01001_025,2171,593
"Morris County, New Jersey",2007,Estimate!!Total!!Female,B01001_026,247088,800
"Morris County, New Jersey",2007,Estimate!!Total!!Female!!Under 5 years,B01001_027,14187,336
"Morris County, New Jersey",2007,Estimate!!Total!!Female!!5 to 9 years,B01001_028,16163,1369
"Morris County, New Jersey",2007,Estimate!!Total!!Female!!10 to 14 years,B01001_029,16312,1331
"Ocean County, New Jersey",2007,Estimate!!Total,B01001_001,565493,0
"Ocean County, New Jersey",2007,Estimate!!Total!!Male,B01001_002,271087,856
"Ocean County, New Jersey",2007,Estimate!!Total!!Male!!Under 5 years,B01001_003,19438,416
"Ocean County, New Jersey",2007,Estimate!!Total!!Male!!5 to 9 years,B01001_004,15568,1515
"Ocean County, New Jersey",2007,Estimate!!Total!!Male!!10 to 14 years,B01001_005,20638,1450
"Ocean County, New Jersey",2007,Estimate!!Total!!Male!!15 to 17 years,B01001_006,11972,564
"Ocean County, New Jersey",2007,Estimate!!Total!!Male!!18 and 19 years,B01001_007,6382,399
"Ocean County, New Jersey",2007,Estimate!!Total!!Male!!20 years,B01001_008,2600,658
"Ocean County, New Jersey",2007,Estimate!!Total!!Male!!21 years,B01001_009,3465,874
"Ocean County, New Jersey",2007,Estimate!!Total!!Male!!22 to 24 years,B01001_010,8367,1076
"Ocean County, New Jersey",2007,Estimate!!Total!!Male!!25 to 29 years,B01001_011,17646,455
"Ocean County, New Jersey",2007,Estimate!!Total!!Male!!30 to 34 years,B01001_012,16478,612
"Ocean County, New Jersey",2007,Estimate!!Total!!Male!!35 to 39 years,B01001_013,16254,1614
"Ocean County, New Jersey",2007,Estimate!!Total!!Male!!40 to 44 years,B01001_014,21001,1527
"Ocean County, New Jersey",2007,Estimate!!Total!!Male!!45 to 49 years,B01001_015,20211,518
"Ocean County, New Jersey",2007,Estimate!!Total!!Male!!50 to 54 years,B01001_016,17634,540
"Ocean County, New Jersey",2007,Estimate!!Total!!Male!!55 to 59 years,B01001_017,13931,1116
"Ocean County, New Jersey",2007,Estimate!!Total!!Male!!60 and 61 years,B01001_018,5816,921
"Ocean County, New Jersey",2007,Estimate!!Total!!Male!!62 to 64 years,B01001_019,7146,1036
"Ocean County, New Jersey",2007,Estimate!!Total!!Male!!65 and 66 years,B01001_020,4689,751
"Ocean County, New Jersey",2007,Estimate!!Total!!Male!!67 to 69 years,B01001_021,5450,715
"Ocean County, New Jersey",2007,Estimate!!Total!!Male!!70 to 74 years,B01001_022,10288,769
"Ocean County, New Jersey",2007,Estimate!!Total!!Male!!75 to 79 years,B01001_023,11199,931
"Ocean County, New Jersey",2007,Estimate!!Total!!Male!!80 to 84 years,B01001_024,8167,932
"Ocean County, New Jersey",2007,Estimate!!Total!!Male!!85 years and over,B01001_025,6747,817
"Ocean County, New Jersey",2007,Estimate!!Total!!Female,B01001_026,294406,856
"Ocean County, New Jersey",2007,Estimate!!Total!!Female!!Under 5 years,B01001_027,18913,381
"Ocean County, New Jersey",2007,Estimate!!Total!!Female!!5 to 9 years,B01001_028,18870,1446
"Ocean County, New Jersey",2007,Estimate!!Total!!Female!!10 to 14 years,B01001_029,15643,1343
"Passaic County, New Jersey",2007,Estimate!!Total,B01001_001,492115,0
"Passaic County, New Jersey",2007,Estimate!!Total!!Male,B01001_002,240323,998
"Passaic County, New Jersey",2007,Estimate!!Total!!Male!!Under 5 years,B01001_003,18049,1030
"Passaic County, New Jersey",2007,Estimate!!Total!!Male!!5 to 9 years,B01001_004,14064,1904
"Passaic County, New Jersey",2007,Estimate!!Total!!Male!!10 to 14 years,B01001_005,22511,2149
"Passaic County, New Jersey",2007,Estimate!!Total!!Male!!15 to 17 years,B01001_006,10846,241
"Passaic County, New Jersey",2007,Estimate!!Total!!Male!!18 and 19 years,B01001_007,7527,754
"Passaic County, New Jersey",2007,Estimate!!Total!!Male!!20 years,B01001_008,4063,901
"Passaic County, New Jersey",2007,Estimate!!Total!!Male!!21 years,B01001_009,3395,879
"Passaic County, New Jersey",2007,Estimate!!Total!!Male!!22 to 24 years,B01001_010,9078,1116
"Passaic County, New Jersey",2007,Estimate!!Total!!Male!!25 to 29 years,B01001_011,15277,68
"Passaic County, New Jersey",2007,Estimate!!Total!!Male!!30 to 34 years,B01001_012,15747,495
"Passaic County, New Jersey",2007,Estimate!!Total!!Male!!35 to 39 years,B01001_013,18577,1787
"Passaic County, New Jersey",2007,Estimate!!Total!!Male!!40 to 44 years,B01001_014,19467,1904
"Passaic County, New Jersey",2007,Estimate!!Total!!Male!!45 to 49 years,B01001_015,17445,354
"Passaic County, New Jersey",2007,Estimate!!Total!!Male!!50 to 54 years,B01001_016,16282,4
"Passaic County, New Jersey",2007,Estimate!!Total!!Male!!55 to 59 years,B01001_017,12626,1446
"Passaic County, New Jersey",2007,Estimate!!Total!!Male!!60 and 61 years,B01001_018,4944,1101
"Passaic County, New Jersey",2007,Estimate!!Total!!Male!!62 to 64 years,B01001_019,6250,1172
"Passaic County, New Jersey",2007,Estimate!!Total!!Male!!65 and 66 years,B01001_020,2781,764
"Passaic County, New Jersey",2007,Estimate!!Total!!Male!!67 to 69 years,B01001_021,3631,937
"Passaic County, New Jersey",2007,Estimate!!Total!!Male!!70 to 74 years,B01001_022,7363,1043
"Passaic County, New Jersey",2007,Estimate!!Total!!Male!!75 to 79 years,B01001_023,3873,713
"Passaic County, New Jersey",2007,Estimate!!Total!!Male!!80 to 84 years,B01001_024,3776,743
"Passaic County, New Jersey",2007,Estimate!!Total!!Male!!85 years and over,B01001_025,2751,720
"Passaic County, New Jersey",2007,Estimate!!Total!!Female,B01001_026,251792,998
"Passaic County, New Jersey",2007,Estimate!!Total!!Female!!Under 5 years,B01001_027,16903,1001
"Passaic County, New Jersey",2007,Estimate!!Total!!Female!!5 to 9 years,B01001_028,16686,1857
"Passaic County, New Jersey",2007,Estimate!!Total!!Female!!10 to 14 years,B01001_029,17366,1854
"Salem County, New Jersey",2007,Estimate!!Total,B01001_001,66016,0
"Salem County, New Jersey",2007,Estimate!!Total!!Male,B01001_002,32793,623
"Salem County, New Jersey",2007,Estimate!!Total!!Male!!Under 5 years,B01001_003,2403,433
"Salem County, New Jersey",2007,Estimate!!Total!!Male!!5 to 9 years,B01001_004,1269,316
"Salem County, New Jersey",2007,Estimate!!Total!!Male!!10 to 14 years,B01001_005,2852,498
"Salem County, New Jersey",2007,Estimate!!Total!!Male!!15 to 17 years,B01001_006,1746,400
"Salem County, New Jersey",2007,Estimate!!Total!!Male!!18 and 19 years,B01001_007,842,319
"Salem County, New Jersey",2007,Estimate!!Total!!Male!!20 years,B01001_008,597,293
"Salem County, New Jersey",2007,Estimate!!Total!!Male!!21 years,B01001_009,591,349
"Salem County, New Jersey",2007,Estimate!!Total!!Male!!22 to 24 years,B01001_010,790,343
"Salem County, New Jersey",2007,Estimate!!Total!!Male!!25 to 29 years,B01001_011,2161,339
"Salem County, New Jersey",2007,Estimate!!Total!!Male!!30 to 34 years,B01001_012,1849,251
"Salem County, New Jersey",2007,Estimate!!Total!!Male!!35 to 39 years,B01001_013,2593,575
"Salem County, New Jersey",2007,Estimate!!Total!!Male!!40 to 44 years,B01001_014,2339,447
"Salem County, New Jersey",2007,Estimate!!Total!!Male!!45 to 49 years,B01001_015,2542,330
"Salem County, New Jersey",2007,Estimate!!Total!!Male!!50 to 54 years,B01001_016,2246,216
"Salem County, New Jersey",2007,Estimate!!Total!!Male!!55 to 59 years,B01001_017,2253,439
"Salem County, New Jersey",2007,Estimate!!Total!!Male!!60 and 61 years,B01001_018,719,275
"Salem County, New Jersey",2007,Estimate!!Total!!Male!!62 to 64 years,B01001_019,1163,362
"Salem County, New Jersey",2007,Estimate!!Total!!Male!!65 and 66 years,B01001_020,425,234
"Salem County, New Jersey",2007,Estimate!!Total!!Male!!67 to 69 years,B01001_021,774,278
"Salem County, New Jersey",2007,Estimate!!Total!!Male!!70 to 74 years,B01001_022,893,309
"Salem County, New Jersey",2007,Estimate!!Total!!Male!!75 to 79 years,B01001_023,688,269
"Salem County, New Jersey",2007,Estimate!!Total!!Male!!80 to 84 years,B01001_024,546,227
"Salem County, New Jersey",2007,Estimate!!Total!!Male!!85 years and over,B01001_025,512,263
"Salem County, New Jersey",2007,Estimate!!Total!!Female,B01001_026,33223,623
"Salem County, New Jersey",2007,Estimate!!Total!!Female!!Under 5 years,B01001_027,1703,285
"Salem County, New Jersey",2007,Estimate!!Total!!Female!!5 to 9 years,B01001_028,1233,494
"Salem County, New Jersey",2007,Estimate!!Total!!Female!!10 to 14 years,B01001_029,2680,372
"Somerset County, New Jersey",2007,Estimate!!Total,B01001_001,323552,0
"Somerset County, New Jersey",2007,Estimate!!Total!!Male,B01001_002,160887,581
"Somerset County, New Jersey",2007,Estimate!!Total!!Male!!Under 5 years,B01001_003,11530,353
"Somerset County, New Jersey",2007,Estimate!!Total!!Male!!5 to 9 years,B01001_004,12478,1275
"Somerset County, New Jersey",2007,Estimate!!Total!!Male!!10 to 14 years,B01001_005,11008,1276
"Somerset County, New Jersey",2007,Estimate!!Total!!Male!!15 to 17 years,B01001_006,7840,496
"Somerset County, New Jersey",2007,Estimate!!Total!!Male!!18 and 19 years,B01001_007,4466,659
"Somerset County, New Jersey",2007,Estimate!!Total!!Male!!20 years,B01001_008,2050,854
"Somerset County, New Jersey",2007,Estimate!!Total!!Male!!21 years,B01001_009,1716,637
"Somerset County, New Jersey",2007,Estimate!!Total!!Male!!22 to 24 years,B01001_010,4701,855
"Somerset County, New Jersey",2007,Estimate!!Total!!Male!!25 to 29 years,B01001_011,7144,404
"Somerset County, New Jersey",2007,Estimate!!Total!!Male!!30 to 34 years,B01001_012,9106,191
"Somerset County, New Jersey",2007,Estimate!!Total!!Male!!35 to 39 years,B01001_013,14130,1226
"Somerset County, New Jersey",2007,Estimate!!Total!!Male!!40 to 44 years,B01001_014,13353,1255
"Somerset County, New Jersey",2007,Estimate!!Total!!Male!!45 to 49 years,B01001_015,15657,505
"Somerset County, New Jersey",2007,Estimate!!Total!!Male!!50 to 54 years,B01001_016,12102,505
"Somerset County, New Jersey",2007,Estimate!!Total!!Male!!55 to 59 years,B01001_017,10317,850
"Somerset County, New Jersey",2007,Estimate!!Total!!Male!!60 and 61 years,B01001_018,3513,689
"Somerset County, New Jersey",2007,Estimate!!Total!!Male!!62 to 64 years,B01001_019,3827,773
"Somerset County, New Jersey",2007,Estimate!!Total!!Male!!65 and 66 years,B01001_020,2831,859
"Somerset County, New Jersey",2007,Estimate!!Total!!Male!!67 to 69 years,B01001_021,3579,833
"Somerset County, New Jersey",2007,Estimate!!Total!!Male!!70 to 74 years,B01001_022,3318,760
"Somerset County, New Jersey",2007,Estimate!!Total!!Male!!75 to 79 years,B01001_023,2586,549
"Somerset County, New Jersey",2007,Estimate!!Total!!Male!!80 to 84 years,B01001_024,2312,461
"Somerset County, New Jersey",2007,Estimate!!Total!!Male!!85 years and over,B01001_025,1323,372
"Somerset County, New Jersey",2007,Estimate!!Total!!Female,B01001_026,162665,581
"Somerset County, New Jersey",2007,Estimate!!Total!!Female!!Under 5 years,B01001_027,9501,354
